"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Moravské koláčky Doležal","4.9","75","Žitomírská 650","Praha 10-Vršovice",,"CZ","http://www.moravskacukrarna.cz/","+420 607 084 545","Cukrárna","https://www.google.com/maps/place/Moravsk%C3%A9+kol%C3%A1%C4%8Dky+Dole%C5%BEal/@50.0705964,14.4577227,17z/data=!3m1!4b1!4m6!3m5!1s0x470b937eae845e21:0xe3748fbd0e29ba77!8m2!3d50.0705964!4d14.4577227!16s%2Fg%2F11c70bkrnp?hl=cs&entry=ttu"
"Sugar MaMa","5","28","Milešovská 1609/8","Praha 2-Vinohrady",,"CZ","http://www.sugarmama.cz/","+420 773 504 183","Cukrárna","https://www.google.com/maps/place/Sugar+MaMa/@50.0794474,14.451689,17z/data=!3m1!4b1!4m6!3m5!1s0x470b953750589775:0x1466046e1a9ccf4a!8m2!3d50.0794474!4d14.451689!16s%2Fg%2F11sz2w102d?hl=cs&entry=ttu"
"Sladká tečka","5","2","Biskupcova 1718/40","Praha 3",,"CZ",,"+420 775 987 578","Cukrárna","https://www.google.com/maps/place/Sladk%C3%A1+te%C4%8Dka/@50.0900751,14.4731495,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93b442b5aaeb:0xa26cbaab3e593698!8m2!3d50.0900751!4d14.4731495!16s%2Fg%2F11sb9lbcb1?hl=cs&entry=ttu"
"Vinohradské dorty","5","10","Polská 1664/15","Vinohrady",,"CZ","http://www.vinohradskedorty.cz/",,"Cukrárna","https://www.google.com/maps/place/Vinohradsk%C3%A9+dorty/@50.078909,14.447322,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9500727f6bdd:0xcac5de5f11a1dc88!8m2!3d50.078909!4d14.447322!16s%2Fg%2F11fj7xkxsy?hl=cs&entry=ttu"
"Ovocný Světozor","4.4","1427","V Olšinách 1022","Strašnice",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 847","Prodejna zákusků","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0710157,14.4843196,17z/data=!3m1!4b1!4m6!3m5!1s0x470b930da654a81d:0x5578d0341fb3e598!8m2!3d50.0710157!4d14.4843196!16s%2Fg%2F12mj7knl6?hl=cs&entry=ttu"
"Ovocný Světozor","3.6","188","Vinohradská 2828/151","Praha 3-Žižkov",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 878","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0782584,14.4610952,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9363a1903713:0x19ba0ef869228256!8m2!3d50.0782584!4d14.4610952!16s%2Fg%2F1ts3jy9c?hl=cs&entry=ttu"
"Joy Bakery","5","82","Petrohradská 1478/41","Praha 10-Vršovice",,"CZ","http://www.joy-bakery.cz/","+420 775 069 519","Cukrárna","https://www.google.com/maps/place/Joy+Bakery/@50.0683032,14.4508018,17z/data=!3m1!4b1!4m6!3m5!1s0x470b937899336af5:0x4d38a8fe6619065!8m2!3d50.0683032!4d14.4508018!16s%2Fg%2F11ssqb1xcl?hl=cs&entry=ttu"
"Koláčové království","4.8","191","28, Táborská 583","Praha 4-Nusle",,"CZ","http://www.kolacovekralovstvi.cz/","+420 730 504 356","Pekařství","https://www.google.com/maps/place/Kol%C3%A1%C4%8Dov%C3%A9+kr%C3%A1lovstv%C3%AD/@50.0618722,14.4377321,17z/data=!3m1!4b1!4m6!3m5!1s0x470b947be9d830c7:0xb842a5d26419f121!8m2!3d50.0618722!4d14.4377321!16s%2Fg%2F11d_bh0fqx?hl=cs&entry=ttu"
"obchod se sladkostmi",,"0","Bystrá 761/10","Horní Počernice",,"CZ",,"+31 6 37928738","Cukrárna","https://www.google.com/maps/place/obchod+se+sladkostmi/@50.1149183,14.6020435,17z/data=!3m1!4b1!4m6!3m5!1s0x470bf386eb78ffc9:0x91381fcb5d459548!8m2!3d50.1149183!4d14.6020435!16s%2Fg%2F11vbrrx3xh?hl=cs&entry=ttu"
"Castella Bistro & Cukrarna","4.2","5","Kodaňská 649/20","Praha 10-Vršovice",,"CZ","https://castella-lounge.cz/","+420 777 521 181","Francouzská cukrárna","https://www.google.com/maps/place/Castella+Bistro+%26+Cukrarna/@50.0707088,14.4581714,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9392a16490c3:0x4c8f116da4aab545!8m2!3d50.0707088!4d14.4581714!16s%2Fg%2F11ty79zl16?hl=cs&entry=ttu"
"U Chlupáče","4.6","51","Libošovická 1705/9","Praha 20",,"CZ",,,"Vinárna","https://www.google.com/maps/place/U+Chlup%C3%A1%C4%8De/@50.1110891,14.6011933,17z/data=!3m1!4b1!4m6!3m5!1s0x470bf298632a3fe9:0xbdceb52372896dcf!8m2!3d50.1110891!4d14.6011933!16s%2Fg%2F11cjhzn13_?hl=cs&entry=ttu"
"Ovocný Světozor",,"0","Ratibořická 20/2325/36","Praha 20",,"CZ",,,"Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.1118395,14.6182569,17z/data=!3m1!4b1!4m6!3m5!1s0x470bf294c3f4ffff:0x140812fb4a14bf4c!8m2!3d50.1118395!4d14.6182569!16s%2Fg%2F11j2ynqzg0?hl=cs&entry=ttu"
"Baštova zmrzlinárna","4.5","576","nám. Bratří Synků 612","Praha 4-Nusle",,"CZ","http://www.bastovazmrzlina.cz/","+420 739 041 133","Prodejna zákusků","https://www.google.com/maps/place/Ba%C5%A1tova+zmrzlin%C3%A1rna/@50.0641278,14.4404745,17z/data=!3m1!4b1!4m6!3m5!1s0x470b947e9f6bee91:0x51c163d3b85c842a!8m2!3d50.0641278!4d14.4404745!16s%2Fg%2F11b_2t03jz?hl=cs&entry=ttu"
"Kavárna Sladký Život","4.7","143","Na Pískách 1256/39","Praha 6-Dejvice",,"CZ","https://sladkyzivot.cafe/?utm_source=gmb&utm_medium=referral","+420 602 728 266","Kavárna / Čajovna","https://www.google.com/maps/place/Kav%C3%A1rna+Sladk%C3%BD+%C5%BDivot/@50.1059,14.3731893,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9506d997e2bb:0x795743b003ce8631!8m2!3d50.1059!4d14.3731893!16s%2Fg%2F11h5v4_zs4?hl=cs&entry=ttu"
"Café Globus","4","79","Kostelecká 823/77","Praha-Čakovice",,"CZ","https://www.globus.cz/praha-cakovice/nabidka/cafe-globus.html?y_source=1_MTYyODI4ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+420 800 241 242","Samoobslužná jídelna","https://www.google.com/maps/place/Caf%C3%A9+Globus/@50.1508526,14.5065883,17z/data=!3m1!4b1!4m6!3m5!1s0x470bedf450d24177:0x785bed153b78e247!8m2!3d50.1508526!4d14.5065883!16s%2Fg%2F11h3m7knyt?hl=cs&entry=ttu"
"Síma Peče Sladkosti","4.5","16","Hrozenkovská 52","Praha 5",,"CZ","http://www.simapecesladkosti.cz/","+420 608 818 545","Cukrárna","https://www.google.com/maps/place/S%C3%ADma+Pe%C4%8De+Sladkosti/@50.0599794,14.2940764,17z/data=!3m1!4b1!4m6!3m5!1s0x470bbe6c77217e31:0x429fabe172050d7!8m2!3d50.0599794!4d14.2940764!16s%2Fg%2F11hzv5v0bf?hl=cs&entry=ttu"
"Be-nice cake","5","1","Okrasná","Praha-Benice",,"CZ",,"+420 602 107 500","Cukrárna","https://www.google.com/maps/place/Be-nice+cake/@50.0126391,14.5999264,17z/data=!3m1!4b1!4m6!3m5!1s0x470b8d98512d9237:0xf6cc3a3bc3fa9eb!8m2!3d50.0126391!4d14.5999264!16s%2Fg%2F11rn8brmhq?hl=cs&entry=ttu"
"Dorty Božská",,"0","Hořanská 1513/4","Praha 3-Žižkov",,"CZ","http://www.dorty-bozska.cz/","+420 607 554 035","Cukrárna","https://www.google.com/maps/place/Dorty+Bo%C5%BEsk%C3%A1/@50.0907515,14.4796119,17z/data=!3m1!4b1!4m6!3m5!1s0x470b937f30aada9d:0xd1c0c25a84716548!8m2!3d50.0907515!4d14.4796119!16s%2Fg%2F11hzvcv71h?hl=cs&entry=ttu"
"Sladky hrad","5","1","Freyova 983/25","Praha 9",,"CZ","http://sladkyhrad.cz/","+420 776 321 672","Cukrárna","https://www.google.com/maps/place/Sladky+hrad/@50.1053168,14.5019662,17z/data=!3m1!4b1!4m6!3m5!1s0x470bede56e01ba7f:0xe13a12a14db1a08e!8m2!3d50.1053168!4d14.5019662!16s%2Fg%2F11ftjnrdb6?hl=cs&entry=ttu"
"Dortiris - Dortové studio","4.8","4","Kuželova 574","Praha 18",,"CZ","https://dortiris.webnode.cz/","+420 777 033 251","Cukrárna","https://www.google.com/maps/place/Dortiris+-+Dortov%C3%A9+studio/@50.1408566,14.5097735,17z/data=!3m1!4b1!4m6!3m5!1s0x470bed8fe89950b3:0xf5e652aad4060e38!8m2!3d50.1408566!4d14.5097735!16s%2Fg%2F11m8wm95c_?hl=cs&entry=ttu"
"Dorty z Bifé",,"0","Vodní 544/4","Praha 5-Smíchov",,"CZ","http://dortyzbife.cz/",,"Cukrárna","https://www.google.com/maps/place/Dorty+z+Bif%C3%A9/@50.0785575,14.4075496,17z/data=!3m1!4b1!4m6!3m5!1s0x470b952796b74c61:0xf9ac5530a1c67daf!8m2!3d50.0785575!4d14.4075496!16s%2Fg%2F11td3g_6s5?hl=cs&entry=ttu"
"SiCAKE - Svět Dortů OC Nový Smíchov","3.9","7","Plzeňská 8","Praha 5-Anděl",,"CZ","http://www.sicake.cz/","+420 724 363 933","Cukrárna","https://www.google.com/maps/place/SiCAKE+-+Sv%C4%9Bt+Dort%C5%AF+OC+Nov%C3%BD+Sm%C3%ADchov/@50.0731616,14.4022526,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95cc35f53035:0xd2df014304e20443!8m2!3d50.0731616!4d14.4022526!16s%2Fg%2F11hst2mmf6?hl=cs&entry=ttu"
